Borough,Borough (upper),District,CCU,Block,Lot,OwnerType,Status_Date,Address,,,,,,,,BoroughB,Borough (upper),DistrictB,CCU,BlockB,LotB,OwnerTypeB,Status_Date,AddressB,LatB,LongB,,,,,,BoroughBR,,DistrictBR,,,,OwnerTypeBR,,AddressBR,LatBR,LongBR,,,,,,BoroughM,,DistrictM,,,,OwnerTypeM,,AddressM,LatM,LongM,,,,,,BoroughQ,,DistrictQ,,,,OwnerTypeQ,,AddressQ,LatQ,LongQ,,,,,,,,BoroughS,,DistrictS,,,,OwnerTypeS,AddressS,,LatQ,LongQ
brooklyn,BROOKLYN,16,12-05259,1447,20,City,40935,ADJ. 2180 DEAN STREET betw THOMAS S BOYLAND STREET & SARATOGA AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05204,1450,8,City,40933,ADJ. 2402 DEAN STREET betw SACKMAN STREET & MOTHER GASTON BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05204,1450,9,City,40933,ADJ. 2402 DEAN STREET betw SACKMAN STREET & MOTHER GASTON BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05204,1450,10,City,40933,ADJ. 2402 DEAN STREET betw SACKMAN STREET & MOTHER GASTON BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05204,1450,11,City,40933,ADJ. 2402 DEAN STREET betw SACKMAN STREET & MOTHER GASTON BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05257,1451,48,City,40934,ADJ. 1445 ST MARKS AVENUE betw HOWARD AVENUE & RALPH AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05015,1458,52,City,41244,OPPOSITE OF 1750 PROSPECT PLACE betw SARATOGA AVENUE & HOWARD AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,11-11778,1475,39,City,41030,ADJ. 1430 EASTERN PARKWAY betw LINCOLN PLACE & PITKIN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,11-11778,1475,40,City,41030,ADJ. 1430 EASTERN PARKWAY betw LINCOLN PLACE & PITKIN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,11-11778,1475,41,City,41030,ADJ. 1430 EASTERN PARKWAY betw LINCOLN PLACE & PITKIN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,11-11778,1475,44,City,41030,ADJ. 1430 EASTERN PARKWAY betw LINCOLN PLACE & PITKIN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,11-11778,1475,45,City,41030,ADJ. 1430 EASTERN PARKWAY betw LINCOLN PLACE & PITKIN AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,11-11761,1476,34,City,40969,ADJ. 1301 EAST NEW YORK AVENUE betw LINCOLN PLACE & GRAFTON STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05256,1537,1,City,40935,ADJ. 2017 FULTON STREET betw THOMAS S BOYLAND STREET & SARATOGA AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,11-11593,3493,18,Private,41061,OPPOSITE OF 1841 STRAUSS STREET betw PITKIN AVENUE & ST JOHN'S PLACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05016,3602,44,City,40921,OPPOSITE OF 785 ROCKAWAY AVENUE betw NEWPORT STREET & RIVERDALE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,11-11668,3612,5,Private,41030,BETWEEN 97 & 101 LOTT AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05205,3677,1,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05205,3677,2,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05205,3677,3,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05205,3677,4,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05205,3677,5,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05205,3677,6,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05205,3677,7,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05205,3677,9,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05205,3677,10,City,40933,OPPOSITE OF 194 SACKMAN STREET betw LIBERTY AVENUE & EAST NEW YORK AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05187,3693,22,City,40932,ADJ. 116 LIBERTY AVENUE betw SACKMAN STREET & CHRISTOPHER AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05187,3693,23,City,40932,ADJ. 116 LIBERTY AVENUE betw SACKMAN STREET & CHRISTOPHER AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05188,3709,16,City,40932,ADJ. 160 GLENMORE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05188,3709,17,City,40932,ADJ. 160 GLENMORE AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05182,3813,115,City,40932,ADJ. 470 POWELL STREET betw RIVERDALE AVENUE & NYCTA SUBWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,16,12-05185,3855,40,City,40933,ADJ. 41 NEW LOTS AVENUE betw CHRISTOPHER AVENUE & MOTHER GASTON BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,17,11-11663,5084,49,Private,41061,ADJ. 194 LENOX ROAD betw ROGERS AVENUE & BEDFORD AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,17,11-11663,5084,51,Private,41061,ADJ. 194 LENOX ROAD betw ROGERS AVENUE & BEDFORD AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brooklyn,BROOKLYN,18,11-11676,7824,9,Private,41030,ADJ. 4407 AVENUE L betw FLATLANDS AVENUE & TROY AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,10,11-11702,1599,69,City,41153,ADJ. 66 WEST 116 STREET betw LENOX AVENUE & EAST 116 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,10,11-11886,1831,47,City,40921,ADJ. 230 WEST 116 STREET betw 8 AVENUE & DR REV WYATT TEE WALKER SQUARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,10,11-11757,1911,61,City,41000,ADJ. 2133 7 AVENUE betw WEST 127 STREET & WEST 126 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,10,11-11757,1911,62,City,41000,ADJ. 2133 7 AVENUE betw WEST 127 STREET & WEST 126 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,10,11-11935,1915,36,City,40933,ADJ. 413 LENOX AVENUE betw WEST 131 STREET & WEST 130 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,10,11-11323,2007,16,Private,41183,BETWEEN 125 & 117 WEST 138 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,10,11-11323,2007,17,Private,41183,BETWEEN 125 & 117 WEST 138 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,10,11-11323,2007,18,Private,41183,BETWEEN 125 & 117 WEST 138 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,10,11-11690,2007,27,Private,41153,BETWEEN 105 & 101 WEST 138 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,11,11-11801,1616,31,Private,41030,ADJ. 81 EAST 110 STREET betw PARK AVENUE & MADISON AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,11,11-11912,1654,42,City,41030,ADJ. 212 EAST 105 STREET betw 2 AVENUE & 3 AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,11,11-11911,1655,31,Private,40938,ADJ. 242 EAST 106 STREET betw 2 AVENUE & OSVALDO VEGA PLAZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,11,11-11185,1784,9,Private,41000,OPPOSITE OF 212 EAST 119 STREET betw 2 AVENUE & 3 AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,12,11-10640,2121,1,Private,41244,OPPOSITE OF 1045 ST NICHOLAS AVENUE betw WEST 163 STREET & WEST 162 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,12,11-11891,2123,36,Private,41244,ADJ. 508 WEST 166 STREET betw AUDUBON AVENUE & AMSTERDAM AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,12,11-11892,2126,53,Private,41244,ADJ. 517 WEST 169 STREET betw AUDUBON AVENUE & AMSTERDAM AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,12,12-05089,2129,50,City,40933,ADJ. 2264 AMSTERDAM AVENUE betw WEST 173 STREET & WEST 172 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manhattan,MANHATTAN,12,12-05089,2129,52,City,40933,ADJ. 2264 AMSTERDAM AVENUE betw WEST 173 STREET & WEST 172 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,3,11-11673,1725,1,City,41153,ADJ. 33-12 111 STREET betw 34 AVENUE & NORTHERN BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,3,11-11071,1778,16,Private,41061,BETWEEN 108-52 & 108-42 37 DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,3,11-11071,1778,17,Private,41061,BETWEEN 108-52 & 108-42 37 DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,3,11-11071,1778,18,Private,41061,BETWEEN 108-52 & 108-42 37 DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,4,11-11674,1941,50,Private,40933,ADJ. 102-14 LEWIS AVENUE betw 103 STREET & 102 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,4,11-11671,1980,1,Private,40932,ADJ. 102-18 45 AVENUE betw 104 STREET & 102 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,4,11-11671,1980,3,Private,40932,ADJ. 102-18 45 AVENUE betw 104 STREET & 102 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,4,11-11837,2018,500,City,40921,OPPOSITE OF 42-06 114 STREET betw 43 AVENUE & 42 AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,7,11-10318,4667,37,Private,41214,ADJ. 17-34 150 STREET betw 18 AVENUE & 17 ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,7,11-11714,4950,103,City,40921,ADJ. 135-01 35 AVENUE betw LINDEN PLACE & FARRINGTON STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,10,11-11756,11356,12,Private,41183,ADJ. 133-18 77 STREET betw 135 AVENUE & 133 AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,10,11-11563,14240,1330,Private,41214,ADJ. 162-28 104 STREET betw RAU COURT & DUNTON COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,10,11-11563,14240,1331,Private,41214,ADJ. 162-28 104 STREET betw RAU COURT & DUNTON COURT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,12,12-05242,9618,16,City,40935,ADJ. 88-32 138 STREET betw JAMAICA AVENUE & VAN WYCK EXPRESSWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,12,12-05085,10040,53,City,40935,ADJ. 106-10 REMINGTON STREET betw SHORE AVENUE & 107 AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,12,12-05087,10043,19,City,40939,AT 144-29 105 AVENUE betw INWOOD STREET & PINEGROVE STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,12,11-11632,10134,18,Private,40921,ADJ. 107-17 155 STREET betw 108 AVENUE & 107 AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,12,12-05074,10161,27,City,40934,ADJ. 104-44 164 STREET betw 107 AVENUE & 104 ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,12,12-05084,10162,56,City,40934,BETWEEN 104-49 & 104-53 164 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,12,12-05054,10163,90,Private,40934,ADJ. 107-02 165 STREET betw 108 AVENUE & 107 AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,12,12-05051,10224,17,Private,40935,BETWEEN 170-18 & 170-14 LIBERTY AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,12,11-11485,12031,48,Private,41000,ADJ. 120-27 140 STREET betw 123 AVENUE & 120 AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,12,12-05343,13022,167,City,40938,ADJ. 136-18 WESTGATE STREET betw 137 AVENUE & 136 AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,13,11-11319,10741,48,Private,41000,ADJ. 222-17 JAMAICA AVENUE betw 224 STREET & 222 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,13,11-11959,13266,39,City,41030,NEAR 246-19 SUNRISE HWY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,14,11-11682,15605,340,Private,40921,CORNER BEACH    9 STREET & SEAGIRT AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,14,11-11682,15605,350,Private,40921,CORNER BEACH    9 STREET & SEAGIRT AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,14,11-11682,15605,352,Private,40921,CORNER BEACH    9 STREET & SEAGIRT AVENUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,14,11-11490,15817,50,Private,41061,REAR OF 2511 SEAGIRT AVENUE betw BEACH 26 STREET & BEACH 25 STREET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,14,11-11903,15819,79,City,41030,ADJ. 116 BEACH 27 STREET betw SEAGIRT AVENUE & BOARDWALK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,14,11-11881,15825,1,City,41183,OPPOSITE OF 323 BEACH 36 STREET betw BEACH CHANNEL DRIVE & ROCKAWAY BEACH BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,14,11-11881,15825,9,City,41183,OPPOSITE OF 323 BEACH 36 STREET betw BEACH CHANNEL DRIVE & ROCKAWAY BEACH BOULEVARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,14,11-11904,15837,47,City,41153,OPPOSITE OF 352 BEACH 45 STREET betw BEACH CHANNEL DRIVE & REINHART ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,14,11-11904,15837,49,City,41153,OPPOSITE OF 352 BEACH 45 STREET betw BEACH CHANNEL DRIVE & REINHART ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,14,11-11904,15837,51,City,41153,OPPOSITE OF 352 BEACH 45 STREET betw BEACH CHANNEL DRIVE & REINHART ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queens,QUEENS,14,11-11905,15837,52,City,41061,ADJ. 335 BEACH 45 STREET betw BEACH CHANNEL DRIVE & REINHART ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
